% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.788	1	12	79	9	59	20	161	0
0.788	1	11	79	9	1	20	161	1
0.788	1	3	79	9	10	20	161	1
0.789	1	9	79	10	65	20	161	0
0.789	1	14	79	10	72	20	161	0
0.789	1	6	79	10	20	20	161	1
0.789	1	10	79	10	31	20	161	1
0.79	1	5	80	1	78	20	161	0
0.79	1	8	80	1	83	20	161	0
0.79	1	1	80	1	39	20	161	1
0.79	1	4	80	1	44	20	161	1
0.791	1	13	80	2	87	20	161	0
0.791	1	2	80	2	90	20	161	0
0.791	1	7	80	2	52	20	161	1
0.791	1	12	80	2	59	20	161	1
0.792	1	15	80	3	92	20	161	0
0.792	1	11	80	3	1	20	161	0
0.792	1	9	80	3	65	20	161	1
0.792	1	14	80	3	72	20	161	1
0.793	1	3	80	4	10	20	161	0
0.793	1	6	80	4	20	20	161	0
0.793	1	5	80	4	78	20	161	1
0.793	1	8	80	4	83	20	161	1
0.794	1	10	80	5	31	20	161	0
0.794	1	1	80	5	39	20	161	0
0.794	1	13	80	5	87	20	161	1
0.794	1	2	80	5	90	20	161	1
0.795	1	4	80	6	44	20	161	0
0.795	1	7	80	6	52	20	161	0
0.795	1	15	80	6	92	20	161	1
0.795	1	11	80	6	1	20	161	1
0.796	1	12	80	7	59	20	161	0
0.796	1	9	80	7	65	20	161	0
0.796	1	3	80	7	10	20	161	1
0.796	1	6	80	7	20	20	161	1
0.797	1	14	80	8	72	20	161	0
0.797	1	5	80	8	78	20	161	0
0.797	1	10	80	8	31	20	161	1
0.797	1	1	80	8	39	20	161	1
0.798	1	8	80	9	83	20	161	0
0.798	1	13	80	9	87	20	161	0
0.798	1	4	80	9	44	20	161	1
0.798	1	7	80	9	52	20	161	1
0.799	1	2	80	10	90	20	161	0
0.799	1	15	80	10	92	20	161	0
0.799	1	12	80	10	59	20	161	1
0.799	1	9	80	10	65	20	161	1
0.8	1	11	81	1	1	20	161	0
0.8	1	3	81	1	10	20	161	0
0.8	1	14	81	1	72	20	161	1
0.8	1	5	81	1	78	20	161	1
0.801	1	6	81	2	20	20	161	0
0.801	1	10	81	2	31	20	161	0
0.801	1	8	81	2	83	20	161	1
0.801	1	13	81	2	87	20	161	1
0.802	1	1	81	3	39	20	161	0
0.802	1	4	81	3	44	20	161	0
0.802	1	2	81	3	90	20	161	1
0.802	1	15	81	3	92	20	161	1
0.803	1	7	81	4	52	20	161	0
0.803	1	12	81	4	59	20	161	0
0.803	1	11	81	4	1	20	161	1
0.803	1	3	81	4	10	20	161	1
0.804	1	9	81	5	65	20	161	0
0.804	1	14	81	5	72	20	161	0
0.804	1	6	81	5	20	20	161	1
0.804	1	10	81	5	31	20	161	1
0.805	1	5	81	6	78	20	161	0
0.805	1	8	81	6	83	20	161	0
0.805	1	1	81	6	39	20	161	1
0.805	1	4	81	6	44	20	161	1
0.806	1	13	81	7	87	20	161	0
0.806	1	2	81	7	90	20	161	0
0.806	1	7	81	7	52	20	161	1
0.806	1	12	81	7	59	20	161	1
0.807	1	15	81	8	92	20	161	0
0.807	1	11	81	8	1	20	161	0
0.807	1	9	81	8	65	20	161	1
0.807	1	14	81	8	72	20	161	1
0.808	1	3	81	9	10	20	161	0
0.808	1	6	81	9	20	20	161	0
0.808	1	5	81	9	78	20	161	1
0.808	1	8	81	9	83	20	161	1
0.809	1	10	81	10	31	20	161	0
0.809	1	1	81	10	39	20	161	0
0.809	1	13	81	10	87	20	161	1
0.809	1	2	81	10	90	20	161	1
0.81	1	4	82	1	44	20	161	0
0.81	1	7	82	1	52	20	161	0
0.81	1	15	82	1	92	20	161	1
0.81	1	11	82	1	1	20	161	1
0.811	1	12	82	2	59	20	161	0
0.811	1	9	82	2	65	20	161	0
0.811	1	3	82	2	10	20	161	1
0.811	1	6	82	2	20	20	161	1
0.812	1	14	82	3	72	20	161	0
0.812	1	5	82	3	78	20	161	0
0.812	1	10	82	3	31	20	161	1
0.812	1	1	82	3	39	20	161	1
0.813	1	8	82	4	83	20	161	0
0.813	1	13	82	4	87	20	161	0
0.813	1	4	82	4	44	20	161	1
0.813	1	7	82	4	52	20	161	1
0.814	1	2	82	5	90	20	161	0
0.814	1	15	82	5	92	20	161	0
0.814	1	12	82	5	59	20	161	1
0.814	1	9	82	5	65	20	161	1
0.815	1	11	82	6	1	20	161	0
0.815	1	3	82	6	10	20	161	0
0.815	1	14	82	6	72	20	161	1
0.815	1	5	82	6	78	20	161	1
0.816	1	6	82	7	20	20	161	0
0.816	1	10	82	7	31	20	161	0
0.816	1	8	82	7	83	20	161	1
0.816	1	13	82	7	87	20	161	1
0.817	1	1	82	8	39	20	161	0
0.817	1	4	82	8	44	20	161	0
0.817	1	2	82	8	90	20	161	1
0.817	1	15	82	8	92	20	161	1
0.818	1	7	82	9	52	20	161	0
0.818	1	12	82	9	59	20	161	0
0.818	1	11	82	9	1	20	161	1
0.818	1	3	82	9	10	20	161	1
0.819	1	9	82	10	65	20	161	0
0.819	1	14	82	10	72	20	161	0
0.819	1	6	82	10	20	20	161	1
0.819	1	10	82	10	31	20	161	1
0.82	1	5	83	1	78	20	161	0
0.82	1	8	83	1	83	20	161	0
0.82	1	1	83	1	39	20	161	1
0.82	1	4	83	1	44	20	161	1
0.821	1	13	83	2	87	20	161	0
0.821	1	2	83	2	90	20	161	0
0.821	1	7	83	2	52	20	161	1
0.821	1	12	83	2	59	20	161	1
0.822	1	15	83	3	92	20	161	0
0.822	1	11	83	3	1	20	161	0
0.822	1	9	83	3	65	20	161	1
0.822	1	14	83	3	72	20	161	1
0.823	1	3	83	4	10	20	161	0
0.823	1	6	83	4	20	20	161	0
0.823	1	5	83	4	78	20	161	1
0.823	1	8	83	4	83	20	161	1
0.824	1	10	83	5	31	20	161	0
0.824	1	1	83	5	39	20	161	0
0.824	1	13	83	5	87	20	161	1
0.824	1	2	83	5	90	20	161	1
0.825	1	4	83	6	44	20	161	0
0.825	1	7	83	6	52	20	161	0
0.825	1	15	83	6	92	20	161	1
0.825	1	11	83	6	1	20	161	1
0.826	1	12	83	7	59	20	161	0
0.826	1	9	83	7	65	20	161	0
0.826	1	3	83	7	10	20	161	1
0.826	1	6	83	7	20	20	161	1
0.827	1	14	83	8	72	20	161	0
0.827	1	5	83	8	78	20	161	0
0.827	1	10	83	8	31	20	161	1
0.827	1	1	83	8	39	20	161	1
0.828	1	8	83	9	83	20	161	0
0.828	1	13	83	9	87	20	161	0
0.828	1	4	83	9	44	20	161	1
0.828	1	7	83	9	52	20	161	1
0.829	1	2	83	10	90	20	161	0
0.829	1	15	83	10	92	20	161	0
0.829	1	12	83	10	59	20	161	1
0.829	1	9	83	10	65	20	161	1
0.83	1	11	84	1	1	20	161	0
0.83	1	3	84	1	10	20	161	0
0.83	1	14	84	1	72	20	161	1
0.83	1	5	84	1	78	20	161	1
0.831	1	6	84	2	20	20	161	0
0.831	1	10	84	2	31	20	161	0
0.831	1	8	84	2	83	20	161	1
0.831	1	13	84	2	87	20	161	1
0.832	1	1	84	3	39	20	161	0
0.832	1	4	84	3	44	20	161	0
0.832	1	2	84	3	90	20	161	1
0.832	1	15	84	3	92	20	161	1
0.833	1	7	84	4	52	20	161	0
0.833	1	12	84	4	59	20	161	0
0.833	1	11	84	4	1	20	161	1
0.833	1	3	84	4	10	20	161	1
0.834	1	9	84	5	65	20	161	0
0.834	1	14	84	5	72	20	161	0
0.834	1	6	84	5	20	20	161	1
0.834	1	10	84	5	31	20	161	1
0.835	1	5	84	6	78	20	161	0
0.835	1	8	84	6	83	20	161	0
0.835	1	1	84	6	39	20	161	1
0.835	1	4	84	6	44	20	161	1
0.836	1	13	84	7	87	20	161	0
0.836	1	2	84	7	90	20	161	0
0.836	1	7	84	7	52	20	161	1
0.836	1	12	84	7	59	20	161	1
0.837	1	15	84	8	92	20	161	0
0.837	1	11	84	8	1	20	161	0
0.837	1	9	84	8	65	20	161	1
0.837	1	14	84	8	72	20	161	1
0.838	1	3	84	9	10	20	161	0
0.838	1	6	84	9	20	20	161	0
0.838	1	5	84	9	78	20	161	1
0.838	1	8	84	9	83	20	161	1
0.839	1	10	84	10	31	20	161	0
0.839	1	1	84	10	39	20	161	0
0.839	1	13	84	10	87	20	161	1
0.839	1	2	84	10	90	20	161	1
0.84	1	4	85	1	44	20	161	0
0.84	1	7	85	1	52	20	161	0
0.84	1	15	85	1	92	20	161	1
0.84	1	11	85	1	1	20	161	1
0.841	1	12	85	2	59	20	161	0
0.841	1	9	85	2	65	20	161	0
0.841	1	3	85	2	10	20	161	1
0.841	1	6	85	2	20	20	161	1
0.842	1	14	85	3	72	20	161	0
0.842	1	5	85	3	78	20	161	0
0.842	1	10	85	3	31	20	161	1
0.842	1	1	85	3	39	20	161	1
0.843	1	8	85	4	83	20	161	0
0.843	1	13	85	4	87	20	161	0
0.843	1	4	85	4	44	20	161	1
0.843	1	7	85	4	52	20	161	1
0.844	1	2	85	5	90	20	161	0
0.844	1	15	85	5	92	20	161	0
0.844	1	12	85	5	59	20	161	1
0.844	1	9	85	5	65	20	161	1
0.845	1	11	85	6	1	20	161	0
0.845	1	3	85	6	10	20	161	0
0.845	1	14	85	6	72	20	161	1
0.845	1	5	85	6	78	20	161	1
0.846	1	6	85	7	20	20	161	0
0.846	1	10	85	7	31	20	161	0
0.846	1	8	85	7	83	20	161	1
0.846	1	13	85	7	87	20	161	1
0.847	1	1	85	8	39	20	161	0
0.847	1	4	85	8	44	20	161	0
0.847	1	2	85	8	90	20	161	1
0.847	1	15	85	8	92	20	161	1
0.848	1	7	85	9	52	20	161	0
0.848	1	12	85	9	59	20	161	0
0.848	1	11	85	9	1	20	161	1
0.848	1	3	85	9	10	20	161	1
0.849	1	9	85	10	65	20	161	0
0.849	1	14	85	10	72	20	161	0
0.849	1	6	85	10	20	20	161	1
0.849	1	10	85	10	31	20	161	1
0.85	1	5	86	1	78	20	161	0
0.85	1	8	86	1	83	20	161	0
0.85	1	1	86	1	39	20	161	1
0.85	1	4	86	1	44	20	161	1
0.851	1	13	86	2	87	20	161	0
0.851	1	2	86	2	90	20	161	0
0.851	1	7	86	2	52	20	161	1
0.851	1	12	86	2	59	20	161	1
0.852	1	15	86	3	92	20	161	0
0.852	1	11	86	3	1	20	161	0
0.852	1	9	86	3	65	20	161	1
0.852	1	14	86	3	72	20	161	1
0.853	1	3	86	4	10	20	161	0
0.853	1	6	86	4	20	20	161	0
0.853	1	5	86	4	78	20	161	1
0.853	1	8	86	4	83	20	161	1
0.854	1	10	86	5	31	20	161	0
0.854	1	1	86	5	39	20	161	0
0.854	1	13	86	5	87	20	161	1
0.854	1	2	86	5	90	20	161	1
0.855	1	4	86	6	44	20	161	0
0.855	1	7	86	6	52	20	161	0
0.855	1	15	86	6	92	20	161	1
0.855	1	11	86	6	1	20	161	1
0.856	1	12	86	7	59	20	161	0
0.856	1	9	86	7	65	20	161	0
0.856	1	3	86	7	10	20	161	1
0.856	1	6	86	7	20	20	161	1
0.857	1	14	86	8	72	20	161	0
0.857	1	5	86	8	78	20	161	0
0.857	1	10	86	8	31	20	161	1
0.857	1	1	86	8	39	20	161	1
0.858	1	8	86	9	83	20	161	0
0.858	1	13	86	9	87	20	161	0
0.858	1	4	86	9	44	20	161	1
0.858	1	7	86	9	52	20	161	1
0.859	1	2	86	10	90	20	161	0
0.859	1	15	86	10	92	20	161	0
0.859	1	12	86	10	59	20	161	1
0.859	1	9	86	10	65	20	161	1
0.86	1	11	87	1	1	20	161	0
0.86	1	3	87	1	10	20	161	0
0.86	1	14	87	1	72	20	161	1
0.86	1	5	87	1	78	20	161	1
0.861	1	6	87	2	20	20	161	0
0.861	1	10	87	2	31	20	161	0
0.861	1	8	87	2	83	20	161	1
0.861	1	13	87	2	87	20	161	1
0.862	1	1	87	3	39	20	161	0
0.862	1	4	87	3	44	20	161	0
0.862	1	2	87	3	90	20	161	1
0.862	1	15	87	3	92	20	161	1
0.863	1	7	87	4	52	20	161	0
0.863	1	12	87	4	59	20	161	0
0.863	1	11	87	4	1	20	161	1
0.863	1	3	87	4	10	20	161	1
0.864	1	9	87	5	65	20	161	0
0.864	1	14	87	5	72	20	161	0
0.864	1	6	87	5	20	20	161	1
0.864	1	10	87	5	31	20	161	1
0.865	1	5	87	6	78	20	161	0
0.865	1	8	87	6	83	20	161	0
0.865	1	1	87	6	39	20	161	1
0.865	1	4	87	6	44	20	161	1
0.866	1	13	87	7	87	20	161	0
0.866	1	2	87	7	90	20	161	0
0.866	1	7	87	7	52	20	161	1
0.866	1	12	87	7	59	20	161	1
0.867	1	15	87	8	92	20	161	0
0.867	1	11	87	8	1	20	161	0
0.867	1	9	87	8	65	20	161	1
0.867	1	14	87	8	72	20	161	1
0.868	1	3	87	9	10	20	161	0
0.868	1	6	87	9	20	20	161	0
0.868	1	5	87	9	78	20	161	1
0.868	1	8	87	9	83	20	161	1
0.869	1	10	87	10	31	20	161	0
0.869	1	1	87	10	39	20	161	0
0.869	1	13	87	10	87	20	161	1
0.869	1	2	87	10	90	20	161	1
0.87	1	4	88	1	44	20	161	0
0.87	1	7	88	1	52	20	161	0
0.87	1	15	88	1	92	20	161	1
0.87	1	11	88	1	1	20	161	1
0.871	1	12	88	2	59	20	161	0
0.871	1	9	88	2	65	20	161	0
0.871	1	3	88	2	10	20	161	1
0.871	1	6	88	2	20	20	161	1
0.872	1	14	88	3	72	20	161	0
0.872	1	5	88	3	78	20	161	0
0.872	1	10	88	3	31	20	161	1
0.872	1	1	88	3	39	20	161	1
0.873	1	8	88	4	83	20	161	0
0.873	1	13	88	4	87	20	161	0
0.873	1	4	88	4	44	20	161	1
0.873	1	7	88	4	52	20	161	1
0.874	1	2	88	5	90	20	161	0
0.874	1	15	88	5	92	20	161	0
0.874	1	12	88	5	59	20	161	1
0.874	1	9	88	5	65	20	161	1
0.875	1	11	88	6	1	20	161	0
0.875	1	3	88	6	10	20	161	0
0.875	1	14	88	6	72	20	161	1
0.875	1	5	88	6	78	20	161	1
0.876	1	6	88	7	20	20	161	0
0.876	1	10	88	7	31	20	161	0
0.876	1	8	88	7	83	20	161	1
0.876	1	13	88	7	87	20	161	1
0.877	1	1	88	8	39	20	161	0
0.877	1	4	88	8	44	20	161	0
0.877	1	2	88	8	90	20	161	1
0.877	1	15	88	8	92	20	161	1
0.878	1	7	88	9	52	20	161	0
0.878	1	12	88	9	59	20	161	0
0.878	1	11	88	9	1	20	161	1
0.878	1	3	88	9	10	20	161	1
0.879	1	9	88	10	65	20	161	0
0.879	1	14	88	10	72	20	161	0
0.879	1	6	88	10	20	20	161	1
0.879	1	10	88	10	31	20	161	1
0.88	1	5	89	1	78	20	161	0
0.88	1	8	89	1	83	20	161	0
0.88	1	1	89	1	39	20	161	1
0.88	1	4	89	1	44	20	161	1
0.881	1	13	89	2	87	20	161	0
0.881	1	2	89	2	90	20	161	0
0.881	1	7	89	2	52	20	161	1
0.881	1	12	89	2	59	20	161	1
0.882	1	15	89	3	92	20	161	0
0.882	1	11	89	3	1	20	161	0
0.882	1	9	89	3	65	20	161	1
0.882	1	14	89	3	72	20	161	1
0.883	1	3	89	4	10	20	161	0
0.883	1	6	89	4	20	20	161	0
0.883	1	5	89	4	78	20	161	1
0.883	1	8	89	4	83	20	161	1
0.884	1	10	89	5	31	20	161	0
0.884	1	1	89	5	39	20	161	0
0.884	1	13	89	5	87	20	161	1
0.884	1	2	89	5	90	20	161	1
0.885	1	4	89	6	44	20	161	0
0.885	1	7	89	6	52	20	161	0
0.885	1	15	89	6	92	20	161	1
0.885	1	11	89	6	1	20	161	1
0.886	1	12	89	7	59	20	161	0
0.886	1	9	89	7	65	20	161	0
0.886	1	3	89	7	10	20	161	1
0.886	1	6	89	7	20	20	161	1
0.887	1	14	89	8	72	20	161	0
0.887	1	5	89	8	78	20	161	0
0.887	1	10	89	8	31	20	161	1
0.887	1	1	89	8	39	20	161	1
0.888	1	8	89	9	83	20	161	0
0.888	1	13	89	9	87	20	161	0
0.888	1	4	89	9	44	20	161	1
0.888	1	7	89	9	52	20	161	1
0.889	1	2	89	10	90	20	161	0
0.889	1	15	89	10	92	20	161	0
0.889	1	12	89	10	59	20	161	1
0.889	1	9	89	10	65	20	161	1
0.89	1	11	90	1	1	20	161	0
0.89	1	3	90	1	10	20	161	0
0.89	1	14	90	1	72	20	161	1
0.89	1	5	90	1	78	20	161	1
0.891	1	6	90	2	20	20	161	0
0.891	1	10	90	2	31	20	161	0
0.891	1	8	90	2	83	20	161	1
0.891	1	13	90	2	87	20	161	1
0.892	1	1	90	3	39	20	161	0
0.892	1	4	90	3	44	20	161	0
0.892	1	2	90	3	90	20	161	1
0.892	1	15	90	3	92	20	161	1
0.893	1	7	90	4	52	20	161	0
0.893	1	12	90	4	59	20	161	0
0.893	1	11	90	4	1	20	161	1
0.893	1	3	90	4	10	20	161	1
0.894	1	9	90	5	65	20	161	0
0.894	1	14	90	5	72	20	161	0
0.894	1	6	90	5	20	20	161	1
0.894	1	10	90	5	31	20	161	1
0.895	1	5	90	6	78	20	161	0
0.895	1	8	90	6	83	20	161	0
0.895	1	1	90	6	39	20	161	1
0.895	1	4	90	6	44	20	161	1
0.896	1	13	90	7	87	20	161	0
0.896	1	2	90	7	90	20	161	0
0.896	1	7	90	7	52	20	161	1
0.896	1	12	90	7	59	20	161	1
0.897	1	15	90	8	92	20	161	0
0.897	1	11	90	8	1	20	161	0
0.897	1	9	90	8	65	20	161	1
0.897	1	14	90	8	72	20	161	1
0.898	1	3	90	9	10	20	161	0
0.898	1	6	90	9	20	20	161	0
0.898	1	5	90	9	78	20	161	1
0.898	1	8	90	9	83	20	161	1
0.899	1	10	90	10	31	20	161	0
0.899	1	1	90	10	39	20	161	0
0.899	1	13	90	10	87	20	161	1
0.899	1	2	90	10	90	20	161	1
